FinanceKey,DateKey,OrganizationKey,DepartmentGroupKey,ScenarioKey,AccountKey,Amount
5524,20171101,8,6,2,53,20900
5525,20171101,8,6,1,53,20901,47
5526,20171101,8,6,1,54,1335,95
5527,20171101,8,6,2,54,1500
5528,20171101,8,6,2,56,300000
5529,20171101,8,6,1,56,214285,38
5530,20171101,8,6,1,57,23224,24
5531,20171101,8,6,2,57,22100
5532,20171101,8,6,1,60,23757,58
5533,20171101,8,6,2,60,16000
5534,20171101,8,6,2,61,1300
5535,20171101,8,6,1,61,1901,12
5536,20171101,8,6,2,62,950
5537,20171101,8,6,1,62,1188,98
5538,20171101,8,6,2,63,10600
5539,20171101,8,6,1,63,20901,47
5540,20171101,8,6,1,65,243,51
5541,20171101,8,6,2,65,200
5542,20171101,8,6,1,66,220,78
5543,20171101,8,6,2,66,200
5544,20171101,8,6,2,67,100
5545,20171101,8,6,1,67,122,3
5546,20171101,8,6,1,68,91,99
5547,20171101,8,6,2,68,80
5548,20171101,8,6,1,69,25,32
5549,20171101,8,6,2,71,50
5550,20171101,8,6,1,71,43,51
5551,20171101,8,6,2,72,550
5552,20171101,8,6,1,72,1393,53
5553,20171101,8,6,2,73,220
5554,20171101,8,6,1,73,198,05
5555,20171101,8,6,1,74,213,21
5556,20171101,8,6,2,74,200
5557,20171101,8,6,2,76,2600
5558,20171101,8,6,1,76,5289,06
5559,20171101,8,6,2,77,380
5560,20171101,8,6,1,77,492
5561,20171101,8,6,2,78,100
5562,20171101,8,6,1,78,178,36
5563,20171101,8,6,1,80,643,52
5564,20171101,8,6,2,80,480
5565,20171101,8,6,1,81,398,06
5566,20171101,8,6,2,81,280
5567,20171101,8,6,2,82,30
5568,20171101,8,6,1,82,40,48
5569,20171101,8,6,2,83,100
5570,20171101,8,6,1,83,141,99
5571,20171101,8,6,2,84,80
5572,20171101,8,6,1,84,123,81
5573,20171101,8,6,2,85,80
5574,20171101,8,6,1,85,114,72
5575,20171101,8,6,2,87,380
5576,20171101,8,6,1,87,546,55
5577,20171101,8,6,1,89,120,78
5578,20171101,8,6,1,90,185,93
5579,20171101,8,6,1,91,-147,4
5580,20171101,8,6,1,92,248,06
5581,20171101,8,6,1,94,78375,27
5582,20171101,8,6,1,96,4
5583,20171101,8,6,1,97,611
5584,20171101,8,6,1,99,34500
5585,20171101,8,6,2,101,801200
5586,20171101,8,6,1,101,696706,49
5587,20171101,8,7,1,4,1130546,39
5588,20171101,8,7,1,6,773909,44
5589,20171101,8,7,1,7,26989,46
5590,20171101,8,7,1,8,15478,64
5591,20171101,8,7,1,13,112603,18
5592,20171101,8,7,1,14,74294,89
5593,20171101,8,7,1,15,167164,8
5594,20171101,8,7,1,18,10395,21
5595,20171101,8,7,1,19,33121,4
5596,20171101,8,7,1,20,9458,83
5597,20171101,8,7,1,21,79713,17
5598,20171101,8,7,1,22,9005,79
5599,20171101,8,7,1,23,3645,09
5600,20171101,8,7,1,24,19422,66
5601,20171101,8,7,1,28,15174,09
5602,20171101,8,7,1,29,140073,39
5603,20171101,8,7,1,31,66738,69
5604,20171101,8,7,1,32,25512,16
5605,20171101,8,7,1,33,22201,49
5606,20171101,8,7,1,34,59049,15
5607,20171101,8,7,1,35,148241,72
5608,20171101,8,7,1,37,130874,73
5609,20171101,8,7,1,38,24522,75
5610,20171101,8,7,1,39,72185,76
5611,20171101,8,7,1,40,22143,92
5612,20171101,8,7,1,43,1390055,14
5613,20171101,8,7,1,46,555264,65
5614,20171101,8,7,1,100,16657,45
5615,20171201,3,1,1,60,23100
5616,20171201,3,1,2,60,20900
5617,20171201,3,1,2,61,1900
5618,20171201,3,1,1,61,2079
5619,20171201,3,1,2,62,1500
5620,20171201,3,1,1,62,2310
5621,20171201,3,1,2,65,380
5622,20171201,3,1,1,65,462
5623,20171201,3,1,1,66,420
5624,20171201,3,1,2,66,280
5625,20171201,3,1,1,67,209
5626,20171201,3,1,2,67,200
5627,20171201,3,1,1,68,154
5628,20171201,3,1,2,68,100
5629,20171201,3,1,1,69,46
5630,20171201,3,1,1,71,44
5631,20171201,3,1,2,71,60
5632,20171201,3,1,2,73,220
5633,20171201,3,1,1,73,272
5634,20171201,3,1,1,74,138
5635,20171201,3,1,2,74,100
5636,20171201,3,1,1,76,297
5637,20171201,3,1,2,76,280
5638,20171201,3,1,2,77,480
5639,20171201,3,1,1,77,535
5640,20171201,3,1,1,78,140
5641,20171201,3,1,2,78,200
5642,20171201,3,1,1,80,531
5643,20171201,3,1,2,80,550
5644,20171201,3,1,2,81,380
5645,20171201,3,1,1,81,329
5646,20171201,3,1,1,82,32
5647,20171201,3,1,2,82,40
5648,20171201,3,1,2,83,100
5649,20171201,3,1,1,83,113
5650,20171201,3,1,2,84,100
5651,20171201,3,1,1,84,94
5652,20171201,3,1,1,85,90
5653,20171201,3,1,2,85,90
5654,20171201,3,1,1,87,495
5655,20171201,3,1,2,87,480
5656,20171201,3,1,1,89,183
5657,20171201,3,1,1,90,280
5658,20171201,3,1,1,91,-224
5659,20171201,3,1,1,92,374
5660,20171201,3,1,1,94,194
5661,20171201,3,1,1,96,11
5662,20171201,3,2,1,12,72217
5663,20171201,3,6,1,52,1987
5664,20171201,3,6,2,52,2200
5665,20171201,3,6,2,53,2100
5666,20171201,3,6,1,53,1987
5667,20171201,3,6,1,54,7
5668,20171201,3,6,2,54,0
5669,20171201,3,6,2,56,59300
5670,20171201,3,6,1,56,62400
5671,20171201,3,6,1,57,6625
5672,20171201,3,6,2,57,10600
5673,20171201,3,6,2,60,13500
5674,20171201,3,6,1,60,13720
5675,20171201,3,6,2,61,1300
5676,20171201,3,6,1,61,1646
5677,20171201,3,6,1,62,823
5678,20171201,3,6,2,62,850
5679,20171201,3,6,2,63,2600
5680,20171201,3,6,1,63,2981
5681,20171201,3,6,1,65,186
5682,20171201,3,6,2,65,200
5683,20171201,3,6,1,66,169
5684,20171201,3,6,2,66,200
5685,20171201,3,6,1,67,88
5686,20171201,3,6,2,67,100
5687,20171201,3,6,2,68,70
5688,20171201,3,6,1,68,67
5689,20171201,3,6,1,69,19
5690,20171201,3,6,1,71,32
5691,20171201,3,6,2,71,50
5692,20171201,3,6,1,72,398
5693,20171201,3,6,2,72,200
5694,20171201,3,6,2,73,120
5695,20171201,3,6,1,73,132
5696,20171201,3,6,2,74,100
5697,20171201,3,6,1,74,93
5698,20171201,3,6,1,76,922
5699,20171201,3,6,2,76,750
5700,20171201,3,6,1,77,299
5701,20171201,3,6,2,77,280
5702,20171201,3,6,2,78,90
5703,20171201,3,6,1,78,97
5704,20171201,3,6,2,80,380
5705,20171201,3,6,1,80,375
5706,20171201,3,6,1,81,232
5707,20171201,3,6,2,81,200
5708,20171201,3,6,1,82,24
5709,20171201,3,6,2,82,20
5710,20171201,3,6,2,83,80
5711,20171201,3,6,1,83,83
5712,20171201,3,6,1,84,73
5713,20171201,3,6,2,84,70
5714,20171201,3,6,1,85,66
5715,20171201,3,6,2,85,60
5716,20171201,3,6,1,87,315
5717,20171201,3,6,2,87,280
5718,20171201,3,6,1,89,142
5719,20171201,3,6,1,90,218
5720,20171201,3,6,1,91,-174
5721,20171201,3,6,1,92,291
5722,20171201,3,6,1,94,12264
5723,20171201,3,6,1,96,7
5724,20171201,3,6,1,97,294
5725,20171201,3,6,1,99,45000
5726,20171201,3,6,1,101,198765
5727,20171201,3,6,2,101,238500
5728,20171201,3,7,1,4,303660
5729,20171201,3,7,1,6,271633
5730,20171201,3,7,1,7,9400
5731,20171201,3,7,1,8,5432
5732,20171201,3,7,1,13,41152
5733,20171201,3,7,1,14,25261
5734,20171201,3,7,1,15,57042
5735,20171201,3,7,1,18,13720
5736,20171201,3,7,1,19,43720
5737,20171201,3,7,1,20,14406
5738,20171201,3,7,1,21,60729
5739,20171201,3,7,1,22,11770
5740,20171201,3,7,1,23,4811
5741,20171201,3,7,1,24,26134
5742,20171201,3,7,1,28,19810
5743,20171201,3,7,1,29,192522
5744,20171201,3,7,1,31,52736
5745,20171201,3,7,1,32,34311
5746,20171201,3,7,1,33,25041
5747,20171201,3,7,1,34,20725
5748,20171201,3,7,1,35,126961
5749,20171201,3,7,1,37,131466
5750,20171201,3,7,1,38,36417
5751,20171201,3,7,1,39,56582
5752,20171201,3,7,1,40,28910
5753,20171201,3,7,1,43,96075
5754,20171201,3,7,1,46,116673
5755,20171201,3,7,1,60,8080
5756,20171201,3,7,2,60,8100
5757,20171201,3,7,1,61,727
5758,20171201,3,7,2,61,750
5759,20171201,3,7,1,62,646
5760,20171201,3,7,2,62,550
5761,20171201,3,7,1,65,134
5762,20171201,3,7,2,65,100
5763,20171201,3,7,1,66,122
5764,20171201,3,7,2,66,100
5765,20171201,3,7,2,67,60
5766,20171201,3,7,1,67,62
5767,20171201,3,7,2,68,50
5768,20171201,3,7,1,68,46
5769,20171201,3,7,1,69,13
5770,20171201,3,7,2,71,40
5771,20171201,3,7,1,71,16
5772,20171201,3,7,1,73,86
5773,20171201,3,7,2,73,110
5774,20171201,3,7,2,74,100
5775,20171201,3,7,1,74,104
5776,20171201,3,7,1,76,101
5777,20171201,3,7,2,76,90
5778,20171201,3,7,2,77,200
5779,20171201,3,7,1,77,182
5780,20171201,3,7,1,78,54
5781,20171201,3,7,2,78,50
5782,20171201,3,7,2,80,200
5783,20171201,3,7,1,80,200
5784,20171201,3,7,1,81,124
5785,20171201,3,7,2,81,100
5786,20171201,3,7,1,82,12
5787,20171201,3,7,2,82,10
5788,20171201,3,7,2,83,40
5789,20171201,3,7,1,83,42
5790,20171201,3,7,2,84,40
5791,20171201,3,7,1,84,36
5792,20171201,3,7,1,85,34
5793,20171201,3,7,2,85,30
5794,20171201,3,7,1,87,180
5795,20171201,3,7,2,87,200
5796,20171201,3,7,1,89,70
5797,20171201,3,7,1,90,108
5798,20171201,3,7,1,91,-86
5799,20171201,3,7,1,92,144
5800,20171201,3,7,1,94,72
5801,20171201,3,7,1,96,4
5802,20171201,3,7,1,100,22858
5803,20171201,4,1,1,60,48960
5804,20171201,4,1,2,60,49000
5805,20171201,4,1,2,61,4900
5806,20171201,4,1,1,61,5875
5807,20171201,4,1,2,62,3200
5808,20171201,4,1,1,62,2937
5809,20171201,4,1,1,65,600
5810,20171201,4,1,2,65,650
5811,20171201,4,1,1,66,546
5812,20171201,4,1,2,66,550
5813,20171201,4,1,1,67,288
5814,20171201,4,1,2,67,280
5815,20171201,4,1,2,68,200
5816,20171201,4,1,1,68,216
5817,20171201,4,1,1,69,60
5818,20171201,4,1,1,71,60
5819,20171201,4,1,2,71,110
5820,20171201,4,1,1,73,436
5821,20171201,4,1,2,73,400
5822,20171201,4,1,2,74,200
5823,20171201,4,1,1,74,195
5824,20171201,4,1,2,76,550
5825,20171201,4,1,1,76,564
5826,20171201,4,1,2,77,950
5827,20171201,4,1,1,77,1015
5828,20171201,4,1,1,78,316
5829,20171201,4,1,2,78,280
5830,20171201,4,1,2,80,1100
5831,20171201,4,1,1,80,1272
5832,20171201,4,1,2,81,650
5833,20171201,4,1,1,81,787
5834,20171201,4,1,1,82,79
5835,20171201,4,1,2,82,70
5836,20171201,4,1,2,83,280
5837,20171201,4,1,1,83,278
5838,20171201,4,1,2,84,200
5839,20171201,4,1,1,84,242
5840,20171201,4,1,1,85,223
5841,20171201,4,1,2,85,200
5842,20171201,4,1,2,87,1000
5843,20171201,4,1,1,87,1080
5844,20171201,4,1,1,89,236
5845,20171201,4,1,1,90,363
5846,20171201,4,1,1,91,-290
5847,20171201,4,1,1,92,484
5848,20171201,4,1,1,94,116
5849,20171201,4,1,1,96,12
5850,20171201,4,2,1,12,65676
5851,20171201,4,6,1,52,9293
5852,20171201,4,6,2,52,10700
5853,20171201,4,6,2,53,11200
5854,20171201,4,6,1,53,11152
5855,20171201,4,6,1,54,1
5856,20171201,4,6,2,54,0
5857,20171201,4,6,2,56,49000
5858,20171201,4,6,1,56,51631
5859,20171201,4,6,1,60,23280
5860,20171201,4,6,2,60,27400
5861,20171201,4,6,2,61,2600
5862,20171201,4,6,1,61,2560
5863,20171201,4,6,1,62,1629
5864,20171201,4,6,2,62,1600
5865,20171201,4,6,1,63,7435
5866,20171201,4,6,2,63,10200
5867,20171201,4,6,2,65,380
5868,20171201,4,6,1,65,372
5869,20171201,4,6,1,66,338
5870,20171201,4,6,2,66,380
5871,20171201,4,6,2,67,200
5872,20171201,4,6,1,67,174
5873,20171201,4,6,1,68,132
5874,20171201,4,6,2,68,100
5875,20171201,4,6,1,69,37
5876,20171201,4,6,1,71,42
5877,20171201,4,6,2,71,60
5878,20171201,4,6,2,72,380
5879,20171201,4,6,1,72,743
5880,20171201,4,6,1,73,249
5881,20171201,4,6,2,73,300
5882,20171201,4,6,1,74,202
5883,20171201,4,6,2,74,200
5884,20171201,4,6,2,76,2500
5885,20171201,4,6,1,76,1769
5886,20171201,4,6,1,77,534
5887,20171201,4,6,2,77,550
5888,20171201,4,6,2,78,200
5889,20171201,4,6,1,78,163
5890,20171201,4,6,2,80,650
5891,20171201,4,6,1,80,617
5892,20171201,4,6,2,81,480
5893,20171201,4,6,1,81,382
5894,20171201,4,6,2,82,50
5895,20171201,4,6,1,82,38
5896,20171201,4,6,2,83,200
5897,20171201,4,6,1,83,133
5898,20171201,4,6,1,84,115
5899,20171201,4,6,2,84,100
5900,20171201,4,6,2,85,100
5901,20171201,4,6,1,85,107
5902,20171201,4,6,1,87,540
5903,20171201,4,6,2,87,550
5904,20171201,4,6,1,89,112
5905,20171201,4,6,1,90,172
5906,20171201,4,6,1,91,-138
5907,20171201,4,6,1,92,230
5908,20171201,4,6,1,94,5400
5909,20171201,4,6,1,96,6
5910,20171201,4,6,1,97,153
5911,20171201,4,6,1,99,63000
5912,20171201,4,6,2,101,204500
5913,20171201,4,6,1,101,185878
5914,20171201,4,7,1,4,234919
5915,20171201,4,7,1,6,427953
5916,20171201,4,7,1,7,13105
5917,20171201,4,7,1,8,8559
5918,20171201,4,7,1,13,65476
5919,20171201,4,7,1,14,38515
5920,20171201,4,7,1,15,77887
5921,20171201,4,7,1,18,10976
5922,20171201,4,7,1,19,34976
5923,20171201,4,7,1,20,11854
5924,20171201,4,7,1,21,48226
5925,20171201,4,7,1,22,9416
5926,20171201,4,7,1,23,3849
5927,20171201,4,7,1,24,21106
5928,20171201,4,7,1,28,16196
5929,20171201,4,7,1,29,167742
5930,20171201,4,7,1,31,40900
5931,20171201,4,7,1,32,24653
5932,20171201,4,7,1,33,21951
5933,20171201,4,7,1,34,32652
5934,20171201,4,7,1,35,110306
5935,20171201,4,7,1,37,89446
5936,20171201,4,7,1,38,25357
5937,20171201,4,7,1,39,45844
5938,20171201,4,7,1,40,23636
5939,20171201,4,7,1,43,211042
5940,20171201,4,7,1,46,244133
5941,20171201,4,7,1,100,18635
5942,20171201,5,1,2,60,29000
5943,20171201,5,1,1,60,29760
5944,20171201,5,1,1,61,3571
5945,20171201,5,1,2,61,3100
5946,20171201,5,1,1,62,2380
5947,20171201,5,1,2,62,2200
5948,20171201,5,1,1,65,560
5949,20171201,5,1,2,65,550
5950,20171201,5,1,2,66,480
5951,20171201,5,1,1,66,509
5952,20171201,5,1,1,67,256
5953,20171201,5,1,2,67,280
5954,20171201,5,1,2,68,200
5955,20171201,5,1,1,68,192
5956,20171201,5,1,1,69,56
5957,20171201,5,1,1,71,72
5958,20171201,5,1,2,71,90
5959,20171201,5,1,1,73,353
5960,20171201,5,1,2,73,300
5961,20171201,5,1,2,74,200
5962,20171201,5,1,1,74,228
5963,20171201,5,1,2,76,380
5964,20171201,5,1,1,76,408
5965,20171201,5,1,1,77,734
5966,20171201,5,1,2,77,650
5967,20171201,5,1,1,78,227
5968,20171201,5,1,2,78,200
5969,20171201,5,1,1,80,907
5970,20171201,5,1,2,80,850
5971,20171201,5,1,1,81,561
5972,20171201,5,1,2,81,480
5973,20171201,5,1,1,82,59
5974,20171201,5,1,2,82,50
5975,20171201,5,1,2,83,200
5976,20171201,5,1,1,83,206
5977,20171201,5,1,1,84,185
5978,20171201,5,1,2,84,200
5979,20171201,5,1,2,85,200
5980,20171201,5,1,1,85,164
5981,20171201,5,1,2,87,650
5982,20171201,5,1,1,87,720
5983,20171201,5,1,1,89,181
5984,20171201,5,1,1,90,278
5985,20171201,5,1,1,91,-222
5986,20171201,5,1,1,92,371
5987,20171201,5,1,1,94,249
5988,20171201,5,1,1,96,8
5989,20171201,5,2,1,12,108968
5990,20171201,5,6,1,52,29058
5991,20171201,5,6,2,52,33400
5992,20171201,5,6,2,53,8000
5993,20171201,5,6,1,53,7264
5994,20171201,5,6,1,54,1
5995,20171201,5,6,2,54,0
5996,20171201,5,6,2,56,120100
5997,20171201,5,6,1,56,126471
5998,20171201,5,6,1,57,12107
5999,20171201,5,6,2,57,16900
6000,20171201,5,6,2,60,28800
6001,20171201,5,6,1,60,28280
6002,20171201,5,6,1,61,2545
6003,20171201,5,6,2,61,2600
6004,20171201,5,6,1,62,2828
6005,20171201,5,6,2,62,1900
6006,20171201,5,6,1,63,14529
6007,20171201,5,6,2,63,13000
6008,20171201,5,6,1,65,588
6009,20171201,5,6,2,65,380
6010,20171201,5,6,1,66,535
6011,20171201,5,6,2,66,380
6012,20171201,5,6,2,67,200
6013,20171201,5,6,1,67,266
6014,20171201,5,6,2,68,200
6015,20171201,5,6,1,68,196
6016,20171201,5,6,1,69,59
6017,20171201,5,6,1,71,42
6018,20171201,5,6,2,71,60
6019,20171201,5,6,2,72,750
6020,20171201,5,6,1,72,726
6021,20171201,5,6,2,73,300
6022,20171201,5,6,1,73,345
6023,20171201,5,6,1,74,261
6024,20171201,5,6,2,74,200
6025,20171201,5,6,1,76,3516
6026,20171201,5,6,2,76,2900
6027,20171201,5,6,2,77,650
6028,20171201,5,6,1,77,680
6029,20171201,5,6,1,78,192
6030,20171201,5,6,2,78,200
6031,20171201,5,6,1,80,742
6032,20171201,5,6,2,80,650
6033,20171201,5,6,1,81,459
6034,20171201,5,6,2,81,480
6035,20171201,5,6,2,82,50
6036,20171201,5,6,1,82,47
6037,20171201,5,6,1,83,164
6038,20171201,5,6,2,83,200
6039,20171201,5,6,2,84,200
6040,20171201,5,6,1,84,142
6041,20171201,5,6,2,85,100
6042,20171201,5,6,1,85,131
6043,20171201,5,6,2,87,650
6044,20171201,5,6,1,87,630
6045,20171201,5,6,1,89,139
6046,20171201,5,6,1,90,214
6047,20171201,5,6,1,91,-171
6048,20171201,5,6,1,92,285
6049,20171201,5,6,1,94,34287
6050,20171201,5,6,1,96,7
6051,20171201,5,6,1,97,570
6052,20171201,5,6,1,99,38500
6053,20171201,5,6,2,101,399500
6054,20171201,5,6,1,101,363227
6055,20171201,5,7,1,4,537826
6056,20171201,5,7,1,6,503823
6057,20171201,5,7,1,7,16106
6058,20171201,5,7,1,8,10076
6059,20171201,5,7,1,13,68016
6060,20171201,5,7,1,14,49374
6061,20171201,5,7,1,15,101772
6062,20171201,5,7,1,18,8232
6063,20171201,5,7,1,19,26232
6064,20171201,5,7,1,20,8067
6065,20171201,5,7,1,21,36940
6066,20171201,5,7,1,22,7062
6067,20171201,5,7,1,23,2886
6068,20171201,5,7,1,24,14336
6069,20171201,5,7,1,28,12931
6070,20171201,5,7,1,29,113226
6071,20171201,5,7,1,31,40825
6072,20171201,5,7,1,32,17537
6073,20171201,5,7,1,33,17582
6074,20171201,5,7,1,34,36678
6075,20171201,5,7,1,35,85187
6076,20171201,5,7,1,37,81091
6077,20171201,5,7,1,38,18815
6078,20171201,5,7,1,39,39702
6079,20171201,5,7,1,40,18871
6080,20171201,5,7,1,43,643450
6081,20171201,5,7,1,46,361282
6082,20171201,5,7,1,100,12539
6083,20171201,6,1,2,60,18600
6084,20171201,6,1,1,60,19656
6085,20171201,6,1,1,61,1572
6086,20171201,6,1,2,61,1800
6087,20171201,6,1,2,62,1500
6088,20171201,6,1,1,62,1375
6089,20171201,6,1,2,65,280
6090,20171201,6,1,1,65,291
6091,20171201,6,1,1,66,265
6092,20171201,6,1,2,66,280
6093,20171201,6,1,2,67,200
6094,20171201,6,1,1,67,137
6095,20171201,6,1,2,68,100
6096,20171201,6,1,1,68,100
6097,20171201,6,1,1,69,29
6098,20171201,6,1,2,71,60
6099,20171201,6,1,1,71,32
6100,20171201,6,1,1,73,189
6101,20171201,6,1,2,73,220
6102,20171201,6,1,1,74,137
6103,20171201,6,1,2,74,100
6104,20171201,6,1,1,76,228
6105,20171201,6,1,2,76,200
6106,20171201,6,1,1,77,410
6107,20171201,6,1,2,77,480
6108,20171201,6,1,1,78,125
6109,20171201,6,1,2,78,100
6110,20171201,6,1,2,80,480
6111,20171201,6,1,1,80,487
6112,20171201,6,1,1,81,302
6113,20171201,6,1,2,81,280
6114,20171201,6,1,2,82,30
6115,20171201,6,1,1,82,31
6116,20171201,6,1,1,83,107
6117,20171201,6,1,2,83,100
6118,20171201,6,1,1,84,94
6119,20171201,6,1,2,84,100
6120,20171201,6,1,2,85,90
6121,20171201,6,1,1,85,85
6122,20171201,6,1,1,87,410
6123,20171201,6,1,2,87,480
6124,20171201,6,1,1,89,140
6125,20171201,6,1,1,90,216
6126,20171201,6,1,1,91,-173
6127,20171201,6,1,1,92,288
6128,20171201,6,1,1,94,68
6129,20171201,6,1,1,96,7
6130,20171201,6,2,1,12,96991
6131,20171201,6,2,1,60,11232
6132,20171201,6,2,2,60,9600
6133,20171201,6,2,1,61,898
6134,20171201,6,2,2,61,850
6135,20171201,6,2,2,62,650
6136,20171201,6,2,1,62,673
6137,20171201,6,2,1,65,133
6138,20171201,6,2,2,65,100
6139,20171201,6,2,1,66,120
6140,20171201,6,2,2,66,100
6141,20171201,6,2,1,67,62
6142,20171201,6,2,2,67,70
6143,20171201,6,2,1,68,47
6144,20171201,6,2,2,68,50
6145,20171201,6,2,1,69,13
6146,20171201,6,2,2,71,40
6147,20171201,6,2,1,71,18
6148,20171201,6,2,1,73,94
6149,20171201,6,2,2,73,110
6150,20171201,6,2,1,74,109
6151,20171201,6,2,2,74,100
6152,20171201,6,2,1,76,122
6153,20171201,6,2,2,76,100
6154,20171201,6,2,1,77,220
6155,20171201,6,2,2,77,200
6156,20171201,6,2,2,78,70
6157,20171201,6,2,1,78,69
6158,20171201,6,2,1,80,254
6159,20171201,6,2,2,80,280
6160,20171201,6,2,2,81,200
6161,20171201,6,2,1,81,157
6162,20171201,6,2,2,82,10
6163,20171201,6,2,1,82,15
6164,20171201,6,2,1,83,53
6165,20171201,6,2,2,83,50
6166,20171201,6,2,1,84,45
6167,20171201,6,2,2,84,50
6168,20171201,6,2,1,85,43
6169,20171201,6,2,2,85,40
6170,20171201,6,2,1,87,234
6171,20171201,6,2,2,87,200
6172,20171201,6,2,1,89,68
6173,20171201,6,2,1,90,104
6174,20171201,6,2,1,91,-83
6175,20171201,6,2,1,92,139
6176,20171201,6,2,1,94,35
6177,20171201,6,2,1,96,4
6178,20171201,6,3,1,10,1116030
6179,20171201,6,3,1,11,668935
6180,20171201,6,3,1,60,27040
6181,20171201,6,3,2,60,23400
6182,20171201,6,3,1,61,2434
6183,20171201,6,3,2,61,2100
6184,20171201,6,3,1,62,1622
6185,20171201,6,3,2,62,1300
6186,20171201,6,3,2,65,280
6187,20171201,6,3,1,65,364
6188,20171201,6,3,2,66,280
6189,20171201,6,3,1,66,331
6190,20171201,6,3,2,67,100
6191,20171201,6,3,1,67,169
6192,20171201,6,3,2,68,100
6193,20171201,6,3,1,68,130
6194,20171201,6,3,1,69,36
6195,20171201,6,3,1,71,65
6196,20171201,6,3,2,71,70
6197,20171201,6,3,1,73,254
6198,20171201,6,3,2,73,220
6199,20171201,6,3,2,74,100
6200,20171201,6,3,1,74,131
6201,20171201,6,3,1,76,312
6202,20171201,6,3,2,76,280
6203,20171201,6,3,2,77,480
6204,20171201,6,3,1,77,562
6205,20171201,6,3,1,78,168
6206,20171201,6,3,2,78,200
6207,20171201,6,3,1,80,655
6208,20171201,6,3,2,80,550
6209,20171201,6,3,1,81,406
6210,20171201,6,3,2,81,380
6211,20171201,6,3,1,82,40
6212,20171201,6,3,2,82,40
6213,20171201,6,3,2,83,100
6214,20171201,6,3,1,83,140
6215,20171201,6,3,1,84,120
6216,20171201,6,3,2,84,100
6217,20171201,6,3,1,85,112
6218,20171201,6,3,2,85,100
6219,20171201,6,3,2,87,480
6220,20171201,6,3,1,87,585
6221,20171201,6,3,1,89,179
6222,20171201,6,3,1,90,276
6223,20171201,6,3,1,91,-221
6224,20171201,6,3,1,92,368
6225,20171201,6,3,1,94,92
6226,20171201,6,3,1,96,10
6227,20171201,6,4,1,60,19474
6228,20171201,6,4,2,60,16000
6229,20171201,6,4,2,61,1500
6230,20171201,6,4,1,61,1752
6231,20171201,6,4,1,62,974
6232,20171201,6,4,2,62,1000
6233,20171201,6,4,1,65,200
6234,20171201,6,4,2,65,200
6235,20171201,6,4,2,66,200
6236,20171201,6,4,1,66,182
6237,20171201,6,4,1,67,96
6238,20171201,6,4,2,67,100
6239,20171201,6,4,1,68,73
6240,20171201,6,4,2,68,80
6241,20171201,6,4,1,69,20
6242,20171201,6,4,1,71,23
6243,20171201,6,4,2,71,40
6244,20171201,6,4,2,73,220
6245,20171201,6,4,1,73,153
6246,20171201,6,4,2,74,100
6247,20171201,6,4,1,74,105
6248,20171201,6,4,2,76,200
6249,20171201,6,4,1,76,207
6250,20171201,6,4,1,77,372
6251,20171201,6,4,2,77,280
6252,20171201,6,4,2,78,100
6253,20171201,6,4,1,78,129
6254,20171201,6,4,2,80,380
6255,20171201,6,4,1,80,506
6256,20171201,6,4,1,81,313
6257,20171201,6,4,2,81,280
6258,20171201,6,4,2,82,30
6259,20171201,6,4,1,82,33
6260,20171201,6,4,2,83,100
6261,20171201,6,4,1,83,114
6262,20171201,6,4,2,84,80
6263,20171201,6,4,1,84,101
6264,20171201,6,4,2,85,70
6265,20171201,6,4,1,85,91
6266,20171201,6,4,1,87,410
6267,20171201,6,4,2,87,380
6268,20171201,6,4,1,89,153
6269,20171201,6,4,1,90,235
6270,20171201,6,4,1,91,-188
6271,20171201,6,4,1,92,313
6272,20171201,6,4,1,94,71
6273,20171201,6,4,1,96,7
6274,20171201,6,5,2,60,9700
6275,20171201,6,5,1,60,9568
6276,20171201,6,5,2,61,950
6277,20171201,6,5,1,61,957
6278,20171201,6,5,1,62,574
6279,20171201,6,5,2,62,550
6280,20171201,6,5,1,65,138
6281,20171201,6,5,2,65,100
6282,20171201,6,5,1,66,125
6283,20171201,6,5,2,66,100
6284,20171201,6,5,2,67,70
6285,20171201,6,5,1,67,65
6286,20171201,6,5,1,68,49
6287,20171201,6,5,2,68,50
6288,20171201,6,5,1,69,14
6289,20171201,6,5,1,71,21
6290,20171201,6,5,2,71,30
6291,20171201,6,5,1,73,98
6292,20171201,6,5,2,73,110
6293,20171201,6,5,1,74,111
6294,20171201,6,5,2,74,100
6295,20171201,6,5,2,76,100
6296,20171201,6,5,1,76,124
6297,20171201,6,5,2,77,200
6298,20171201,6,5,1,77,222
6299,20171201,6,5,2,78,80
6300,20171201,6,5,1,78,66
6301,20171201,6,5,1,80,246
6302,20171201,6,5,2,80,280
6303,20171201,6,5,1,81,152
6304,20171201,6,5,2,81,200
6305,20171201,6,5,1,82,14
6306,20171201,6,5,2,82,10
6307,20171201,6,5,1,83,51
6308,20171201,6,5,2,83,60
6309,20171201,6,5,1,84,42
6310,20171201,6,5,2,84,50
6311,20171201,6,5,1,85,40
6312,20171201,6,5,2,85,40
6313,20171201,6,5,1,87,234
6314,20171201,6,5,2,87,200
6315,20171201,6,5,1,89,62
6316,20171201,6,5,1,90,96
6317,20171201,6,5,1,91,-77
6318,20171201,6,5,1,92,128
6319,20171201,6,5,1,94,34
6320,20171201,6,5,1,96,4
6321,20171201,6,6,1,52,6061
